indicado,senador,tema,pagina,codigo,macrocategoria,categoria
Luís Roberto Barroso,Vital do Rêgo (PMDB),Direito de resposta,8,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Luís Roberto Barroso,Vital do Rêgo (PMDB),Direitos políticos e perda de mandato de condenados criminalmente,8,17,Direito penal e política criminal,Direito penal e processual penal
Luís Roberto Barroso,Álvaro Dias (PSDB),Limitações de criação do direito,8,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Álvaro Dias (PSDB),Sugestões para evitar emendas à Constituição,9,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Álvaro Dias (PSDB),Condenação de réus do Mensalão e comportamento do indicado em grau recursal,9,43,Casos e eventos específicos,Mensalão (Ação Penal 470)
Luís Roberto Barroso,Álvaro Dias (PSDB),Posicionamento acerca da receita advinda dos royalties do petróleo,9,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Luís Roberto Barroso,Álvaro Dias (PSDB),"Julgamento do Cesare Battisti, caso integrasse o Supremo",9,44,Casos e eventos específicos,Extradição de Cesare Battisti
Luís Roberto Barroso,Ricardo Ferraço (PMDB),Maioridade penal como cláusula pétrea,10,17,Direito penal e política criminal,Direito penal e processual penal
Luís Roberto Barroso,Ricardo Ferraço (PMDB),Unanimidade nas decisões do CONFAZ como cláusula pétrea,10,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Luís Roberto Barroso,Ricardo Ferraço (PMDB),"Posicionamento a respeito da PEC n. 15, que transforma os recursos REsp e RE em ações rescisórias",10,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Luís Roberto Barroso,Ricardo Ferraço (PMDB),Ativismo e soberania do Congresso Nacional,11,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Ricardo Ferraço (PMDB),Comportamento judicial e a linha tênue entre direito e política,11,26,Perfil e conduta do indicado,Posicionamento filosófico
Luís Roberto Barroso,Ricardo Ferraço (PMDB),Limitações à modulação de efeitos nas decisões declaratórias de inconstitucionalidade de lei,11,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Luís Roberto Barroso,Ricardo Ferraço (PMDB),Edição de medidas provisórias e critérios de relevância e urgência,12,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Cássio Cunha Lima (PSDB),Fixação de limites às cláusulas pétreas,22,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Luís Roberto Barroso,Cássio Cunha Lima (PSDB),Posicionamento a respeito da Reformulação da LOMAN,22,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Luís Roberto Barroso,Cássio Cunha Lima (PSDB),Possibilidade de condenados no STF apresentarem recursos às cortes internacionais,22,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Luís Roberto Barroso,Cássio Cunha Lima (PSDB),Rigidez no combate do nepotismo,23,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Luís Roberto Barroso,Cássio Cunha Lima (PSDB),Fundo de participação dos estados e municípios e a União,23,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Luís Roberto Barroso,Pedro Taques (PDT),Como se deu a indicação do indicado ao STF,23,6,Organização e funcionamento do Judiciário,Processo de indicação ao STF
Luís Roberto Barroso,Pedro Taques (PDT),Papel do intérprete e sua ideologia na decisão judicial,23,26,Perfil e conduta do indicado,Posicionamento filosófico
Luís Roberto Barroso,Pedro Taques (PDT),Ideologia do indicado,23,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Luís Roberto Barroso,Pedro Taques (PDT),Posicionamento do indicado sobre posição ativista ou deferente do STF,23,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Pedro Taques (PDT),Status constitucional do Regimento Interno do STF,23,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Luís Roberto Barroso,Pedro Taques (PDT),Existência de embargos infringentes sem previsão legal,23,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Luís Roberto Barroso,Pedro Taques (PDT),Aplicação de princípios constitucionais sobre regra jurídica considerada injusta pelo magistrado,24,26,Perfil e conduta do indicado,Posicionamento filosófico
Luís Roberto Barroso,Pedro Taques (PDT),Papel do Pacto de San José da Costa Rica e a relação entre decisões de organismos internacionais e o Supremo,24,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Luís Roberto Barroso,Pedro Taques (PDT),Direitos absolutos na Constituição,24,26,Perfil e conduta do indicado,Posicionamento filosófico
Luís Roberto Barroso,Pedro Taques (PDT),Concretização de direitos sociais e recursos financeiros (reserva do possível e mínimo existencial),24,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Luís Roberto Barroso,Pedro Taques (PDT),CNJ e a determinação de registros de uniões homoafetivas,24,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
Luís Roberto Barroso,Pedro Taques (PDT),Limitações do Direito Penal em casos de terrorismo internacional,24,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Luís Roberto Barroso,Pedro Taques (PDT),Papel do Senado nas sabatinas,24,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Luís Roberto Barroso,Pedro Taques (PDT),Relação do Estado com a religião,24,37,Direitos fundamentais e minorias,Estado laico e liberdade religiosa
Luís Roberto Barroso,Pedro Taques (PDT),Devido processo legislativo e direito de debate de PL no Senado,24,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Pedro Taques (PDT),Internação compulsória e uso de substância entorpecente em tratamento,24,22,Direito penal e política criminal,Política criminal de drogas
Luís Roberto Barroso,Pedro Taques (PDT),Papel dos tratados internacionais na concretização da Constituição,25,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Luís Roberto Barroso,Eduardo Braga (PMDB),Desvalorização da advocacia e Defensoria Pública e equiparação com o Poder Judiciário,25,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Luís Roberto Barroso,Eduardo Braga (PMDB),Ritos preliminares no processo penal e decisões genéricas,26,17,Direito penal e política criminal,Direito penal e processual penal
Luís Roberto Barroso,Eduardo Braga (PMDB),Eficácia do mandado de injunção e equiparação com ADI por Omissão,26,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Luís Roberto Barroso,Eduardo Braga (PMDB),Neoconstitucionalismo e limitações para evitar ingerência em outros poderes,26,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Eduardo Braga (PMDB),Constituição brasileira como uma constituição detalhista e casuística e contribuições do Legislativo,26,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Eduardo Braga (PMDB),Baixa utilização da técnica de apelo ao legislador pelo STF,26,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Eduardo Suplicy (PT),Exclusividade no financiamento público de campanhas eleitorais,33,25,Outros ramos do Direito (não penal),Direito eleitoral
Luís Roberto Barroso,Eduardo Suplicy (PT),Reforma política e prévias para a escolha de candidatos dos partidos políticos,33,25,Outros ramos do Direito (não penal),Direito eleitoral
Luís Roberto Barroso,Eduardo Suplicy (PT),Conflitos de propriedade entre produtores rurais e povos indígenas,33,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Luís Roberto Barroso,Eduardo Suplicy (PT),Renda básica de cidadania e dignidade da pessoa humana,33,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Luís Roberto Barroso,Eduardo Suplicy (PT),Aplicação de penas alternativas no contexto da criminalidade,33,17,Direito penal e política criminal,Direito penal e processual penal
Luís Roberto Barroso,Aloysio Ferreira Nunes (PSDB),Extensão do conceito de casamento em união homoafetiva,34,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
Luís Roberto Barroso,Aloysio Ferreira Nunes (PSDB),Conceito de relevância e urgência em medida provisória,34,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Aloysio Ferreira Nunes (PSDB),Constitucionalidade de emendas constitucionais de reestruturação da Justiça Federal,35,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Luís Roberto Barroso,Aloysio Ferreira Nunes (PSDB),Eficácia do mandado de injunção,35,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Luís Roberto Barroso,Ana Rita (PT),Incorporação da Perspectiva de Gênero nos julgamentos,36,19,Direitos fundamentais e minorias,Direitos de gênero
Luís Roberto Barroso,Ana Rita (PT),Papel do Judiciário na correção de desigualdade de gênero,36,19,Direitos fundamentais e minorias,Direitos de gênero
Luís Roberto Barroso,Ana Rita (PT),Implementação da Lei Maria da Penha,36,19,Direitos fundamentais e minorias,Direitos de gênero
Luís Roberto Barroso,Ana Rita (PT),Conflitos fundiários com povos indígenas e comunidades tradicionais e tratados internacionais de direitos humanos,36,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Luís Roberto Barroso,Ana Rita (PT),Posicionamento sobre o trabalho da Comissão da Verdade,37,38,Casos e eventos específicos,Lei da Anistia e ditadura
Luís Roberto Barroso,Ana Rita (PT),Produção normativa que agrava o sistema carcerário,37,17,Direito penal e política criminal,Direito penal e processual penal
Luís Roberto Barroso,Luiz Henrique (PMDB),Advocacia dativa no interior do país (credenciamento pelas seccionais),37,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Luís Roberto Barroso,Sérgio Souza (PMDB),Se terá condições de dar prioridade ao julgamento do Mensalão,38,43,Casos e eventos específicos,Mensalão (Ação Penal 470)
Luís Roberto Barroso,Sérgio Souza (PMDB),Alcance da maioridade penal por condenados adolescentes e cumprimento de pena de reclusão em presídio comum,38,17,Direito penal e política criminal,Direito penal e processual penal
Luís Roberto Barroso,Sérgio Souza (PMDB),Fixação de mandato em cargo de ministro do Supremo,38,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Luís Roberto Barroso,Sérgio Souza (PMDB),Vedação de impetração de HC originário no STF,39,17,Direito penal e política criminal,Direito penal e processual penal
Luís Roberto Barroso,Sérgio Souza (PMDB),Aprimoramento de ações rescisórias e segurança jurídica,39,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Luís Roberto Barroso,Antônio Carlos Rodrigues (PR),Determinação do Poder Judiciário em fornecimento de medicamentos e efetivação do direito à saúde,39,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Luís Roberto Barroso,Aécio Neves (PSDB),Posicionamento do indicado sobre proposta do senador acerca da alteração do procedimento da sabatina,49,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Luís Roberto Barroso,Aécio Neves (PSDB),Posicionamento do indicado sobre aptidão para julgar recursos do Mensalão,50,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Luís Roberto Barroso,Aécio Neves (PSDB),Matéria em que o indicado se sentiria impedido de participar,50,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
